MPU6050,initialized,,,,,,
0,0,0,0,0,0,-1,0
0,0,0,0,0,0,-2,0
0,0,0,0,0,-1,-1,0
0,0,0,0,0,0,-1,0
0,0,0,0,0,-1,-1,0
0,0,0,0,0,-1,-1,0
0,0,0,0,0,0,-1,0
0,0,0,0,0,-1,-1,0
0,0,0,0,0,-1,-1,0
0,0,0,0,0,-1,-1,0
0,0,0,0,0,0,-1,0
0,0,0,0,0,0,-1,0
0,0,0,0,0,0,-1,0
0,0,0,0,0,0,-1,0
0,0,0,0,0,0,-1,0
0,0,0,0,0,0,-1,0
0,0,0,0,0,-1,-1,0
0,0,0,0,0,0,-1,0
0,0,0,0,0,0,-1,0
0,0,0,0,0,-1,-1,0
0,0,0,0,0,0,-1,0
0,0,0,0,0,0,-1,0
0,0,0,0,0,0,-1,0
0,0,0,0,0,-1,-1,0
0,0,0,0,0,-1,-1,0
0,0,0,0,0,-1,-1,0
0,0,0,0,0,0,-1,0
0,0,0,0,0,-1,-1,0
0,0,0,0,0,-1,-1,0
0,0,0,0,0,-1,-1,0
0,0,0,0,0,0,-1,0
0,0,0,0,0,0,-1,0
0,0,0,0,0,-1,-1,0
0,0,0,0,0,-1,-1,0
0,0,0,0,0,-1,-1,0
29,4,1,-1,1,27,2,1
0,-1,3,1,3,0,-2,3
-12,2,2,1,3,-13,0,3
7,7,2,-1,1,5,4,0
10,1,2,-1,0,8,0,0
0,1,2,-1,0,0,-1,0
0,0,2,-1,0,0,-1,0
0,1,2,-2,0,0,0,0
0,0,2,-2,0,0,-1,0
0,0,2,-2,0,0,-1,0
0,0,2,-1,0,0,-1,0
15,3,1,0,1,13,1,1
2,-3,3,2,2,1,-4,2
-10,6,2,1,2,-10,4,1
-3,6,1,1,1,-3,4,0
1,2,0,0,1,0,0,0
6,2,-1,1,1,5,0,0
0,1,-1,1,1,0,0,0
0,1,-1,1,1,0,0,0
0,1,-1,1,1,0,0,0
0,1,-1,1,1,0,0,0
14,2,-1,1,2,12,0,2
-15,-3,0,3,2,-15,-4,2
-16,-5,2,2,-3,-16,-6,-2
1,6,0,0,-5,0,4,-4
1,2,-3,3,-5,0,0,-4
4,1,-2,4,-4,3,0,-3
-13,2,-2,4,-4,-14,0,-3
-10,2,-3,3,-4,-10,0,-4
11,0,-4,3,-4,9,-1,-3
24,2,-3,3,-2,22,0,-1
-15,1,-2,4,-1,-15,0,-1
-10,-3,-2,3,-3,-10,-4,-3
10,8,-3,2,-3,8,5,-3
20,2,-5,2,1,18,0,0
1,0,-3,2,1,0,-1,1
1,4,0,0,2,0,1,1
10,7,0,0,0,9,5,0
10,-1,-1,-1,0,9,-2,0
1,0,-1,-1,0,0,-1,0
1,0,-1,-1,0,0,-1,0
1,0,-1,-1,0,0,-1,0
1,0,-1,-1,0,0,-1,0
1,0,-1,-1,0,0,-1,0
1,0,-1,-1,0,0,-1,0
1,0,-1,-1,0,0,-1,0
1,0,-1,-1,0,0,-1,0
1,0,-1,-1,0,0,-1,0
1,0,-1,-1,0,0,-1,0
1,0,-1,-1,0,0,-1,0
1,0,-1,-1,0,0,-1,0
1,0,-1,-1,0,0,-1,0
1,-1,-1,-1,0,0,-2,0
1,-1,-1,-1,0,0,-2,0
1,0,-1,-1,0,0,-1,0
1,0,-1,-1,0,0,-1,0
1,0,-1,-1,1,0,-1,0
1,0,-1,-1,2,0,-1,1
1,0,-1,-1,2,0,-1,1
1,0,-1,-1,2,0,-2,2
1,0,-1,-1,2,0,-2,2
1,0,-1,-1,2,0,-1,2
1,0,-1,-1,2,0,-2,2
1,0,-1,-1,2,0,-1,2
0,0,-1,-1,2,0,-1,2
1,0,-1,-1,2,0,-1,2
1,0,-1,-1,2,0,-1,2
1,0,-1,-1,2,0,-2,2
1,0,-1,-1,2,0,-1,2
1,0,-1,-1,2,0,-1,2
1,0,-1,-1,2,0,-2,2
0,0,-1,-1,2,0,-1,2
0,0,-1,-1,2,0,-1,2
1,0,-1,-1,2,0,-1,2
1,0,-1,-1,2,0,-1,2
1,0,-1,-1,2,0,-1,2
0,0,-1,-1,2,0,-2,2
1,0,-1,-1,2,0,-1,2
