MPU6050,initialized,,,,,,,,
-2.328244,-0.374046,-0.259542,-2.619847,-0.261832,-0.116794,-0.78734,1.429474,-0.115358,0.112
-2.603053,-0.076336,-0.129771,-2.619847,-0.261832,-0.116794,-0.78546,1.45025,-0.116811,0.112
-2.641221,-0.244275,-0.022901,-2.619847,-0.261832,-0.116794,-0.787853,1.452216,-0.106295,0.112
-2.396947,-0.251908,0.007634,-2.619847,-0.261832,-0.116794,-0.762889,1.453327,-0.09236,0.112
-2.633588,-0.427481,-0.122137,-2.619847,-0.261832,-0.116794,-0.764427,1.434775,-0.092958,0.112
-2.625954,-0.198473,-0.053435,-2.619847,-0.261832,-0.116794,-0.765111,1.441871,-0.085862,0.112
-2.862595,-0.129771,-0.19084,-2.619847,-0.261832,-0.116794,-0.792299,1.456662,-0.094155,0.112
-2.641221,-0.412214,-0.305344,-2.619847,-0.261832,-0.116794,-0.794693,1.439819,-0.115273,0.112
-2.801527,-0.312977,-0.091603,-2.619847,-0.261832,-0.116794,-0.815041,1.434091,-0.112451,0.112
-2.80916,-0.351145,-0.152672,-2.619847,-0.261832,-0.116794,-0.836244,1.424088,-0.116469,0.112
-2.694656,-0.251908,-0.175573,-2.619847,-0.261832,-0.116794,-0.844623,1.425199,-0.123053,0.112
-2.80916,-0.381679,-0.045802,-2.619847,-0.261832,-0.116794,-0.865826,1.411776,-0.115102,0.112
-2.763359,-0.328244,-0.206107,-2.619847,-0.261832,-0.116794,-0.881899,1.404338,-0.125105,0.112
-2.610687,-0.221374,-0.145038,-2.619847,-0.261832,-0.116794,-0.880873,1.408869,-0.128268,0.112
-2.709924,-0.389313,-0.038168,-2.619847,-0.261832,-0.116794,-0.890962,1.394592,-0.119462,0.112
-2.694656,-0.244275,-0.015267,-2.619847,-0.261832,-0.116794,-0.89934,1.396558,-0.108091,0.112
-2.526718,-0.305344,0.007634,-2.619847,-0.261832,-0.116794,-0.88891,1.391685,-0.094155,0.112
-2.641221,-0.450382,-0.022901,-2.619847,-0.261832,-0.116794,-0.891304,1.370567,-0.083639,0.112
-2.374046,-0.969466,-0.236641,-2.619847,-0.261832,-0.116794,-0.863774,1.291312,-0.097062,0.112
-2.656489,-0.274809,-0.145038,-2.619847,-0.261832,-0.116794,-0.867878,1.289859,-0.100225,0.112
-2.480916,-0.625954,-0.160305,-2.619847,-0.261832,-0.116794,-0.852318,1.249077,-0.105098,0.112
-2.534351,-0.412214,-0.068702,-2.619847,-0.261832,-0.116794,-0.842742,1.232234,-0.099712,0.112
-2.412214,-1,-0.267176,-2.619847,-0.261832,-0.116794,-0.819487,1.149559,-0.116555,0.112
-2.366412,-0.839695,-0.251908,-2.619847,-0.261832,-0.116794,-0.791102,1.084839,-0.131688,0.112
-2.519084,-0.824427,-0.152672,-2.619847,-0.261832,-0.116794,-0.779817,1.021828,-0.135706,0.112
-2.335878,-1.160305,-0.114504,-2.619847,-0.261832,-0.116794,-0.748012,0.921199,-0.13545,0.112
-3.061069,-2.274809,0.152672,-2.619847,-0.261832,-0.116794,-0.797429,0.695746,-0.105269,0.112
-2.381679,-4.007634,-2.89313,-2.619847,-0.261832,-0.116794,-0.770754,0.276216,-0.416219,0.112
-1.862595,-10.610687,-4.473282,-2.619847,-0.261832,-0.116794,-0.685942,-0.882856,-0.904146,0.112
-1.587786,-29.167939,-7.038168,-2.619847,-0.261832,-0.116794,-0.570351,-4.12034,-1.67934,0.112
-3.503817,-1.992366,-5.954198,-2.619847,-0.261832,-0.116794,-0.669356,-4.31416,-2.333129,0.112
-2.267176,-9.755725,-0.717557,-2.619847,-0.261832,-0.116794,-0.629856,-5.377476,-2.400414,0.112
-2.496183,-6.10687,-0.458015,-2.619847,-0.261832,-0.116794,-0.616006,-6.03212,-2.438631,0.112
