-31,-23,-23,-58,10,-27,-27
0,-6,-21,-58,10,2,-9
0,-3,-19,-55,13,3,-6
1,0,-17,-54,13,3,-4
4,-2,-17,-53,14,6,-5
4,0,-18,-53,16,6,-3
3,1,-17,-49,20,5,-3
-5,-2,-16,-50,19,-2,-6
4,4,-15,-44,11,6,0
9,6,-5,-46,8,11,1
19,4,2,-47,8,21,0
27,6,8,-47,12,29,1
32,3,13,-45,11,34,0
34,6,17,-44,10,36,2
38,7,21,-43,8,40,3
46,8,27,-43,9,48,4
52,7,32,-43,9,54,3
54,8,35,-43,9,57,3
60,7,37,-43,9,62,3
64,8,41,-41,10,66,3
67,21,43,-39,10,69,16
69,8,46,-38,11,71,4
73,6,48,-39,11,75,2
74,7,50,-40,12,76,3
78,6,53,-40,12,79,2
80,6,55,-40,12,82,1
82,5,57,-41,13,84,0
84,4,59,-40,14,86,0
87,3,61,-40,14,89,0
88,3,62,-39,15,90,0
90,3,63,-39,15,92,0
91,3,63,-39,15,93,0
92,3,63,-39,15,94,0
91,3,64,-38,15,93,0
93,3,64,-39,14,95,-1
92,3,64,-39,14,94,0
93,4,64,-39,14,95,0
92,3,64,-39,14,94,0
92,4,64,-39,14,94,0
90,3,64,-39,14,92,0
92,4,63,-40,14,93,0
91,4,64,-39,14,93,0
92,3,63,-40,14,94,0
91,3,64,-39,14,93,0
92,3,63,-40,14,93,0
92,3,63,-39,14,93,0
91,3,63,-40,14,93,-1
90,3,63,-39,14,92,0
92,3,64,-40,14,94,0
92,3,65,-39,15,94,-1
94,2,65,-39,15,95,-1
93,2,65,-39,15,95,-1
94,1,65,-39,15,96,-2
93,3,65,-39,15,95,0
95,1,66,-40,15,97,-2
94,3,66,-39,15,96,-1
95,1,66,-40,15,97,-2
94,3,66,-39,15,96,-1
95,0,66,-40,15,97,-3
94,2,66,-39,15,95,-1
95,1,65,-40,15,96,-2
93,2,65,-39,15,95,-1
94,0,64,-40,15,96,-3
91,2,61,-41,15,92,-1
86,1,54,-42,15,88,-2
76,-2,43,-41,19,77,-5
64,-6,34,-41,21,66,-9
56,-4,27,-42,21,58,-7
49,-6,20,-42,22,50,-9
40,-6,12,-43,21,42,-9
33,-6,2,-43,19,35,-9
23,-5,-4,-42,18,25,-8
18,-4,-12,-42,19,19,-8
7,-2,-21,-42,16,8,-5
2,-2,-26,-41,17,4,-5
-2,-1,-27,-40,21,0,-5
-2,-3,-27,-41,20,0,-6
-5,-1,-31,-38,17,-3,-4
-7,0,-32,-38,17,-4,-3
-10,2,-36,-37,15,-8,-1
-10,0,-37,-37,14,-7,-3
-11,2,-37,-36,14,-8,-1
-12,1,-35,-34,15,-9,-2
-12,4,-35,-37,15,-9,0
-10,5,-32,-37,15,-7,0
-7,2,-26,-40,14,-4,-1
-2,1,-22,-41,13,0,-3
2,-2,-21,-42,12,4,-5
0,0,-22,-42,12,2,-3
0,0,-22,-42,11,2,-4
-1,0,-22,-43,11,1,-4
-1,-1,-23,-43,11,1,-4
-2,-1,-23,-43,11,0,-4
-2,-1,-23,-44,11,0,-
4-1,-2,-23,-43,11,1,-5
-1,0,-23,-43,11,1,-3
-1,0,-23,-43,11,1,-3
-1,0,-23,-43,11,0,-3
-1,0,-24,-43,11,1,-3
-1,0,-24,-43,12,1,-3
-1,0,-24,-42,12,1,-3
-1,0,-24,-42,12,1,-3
-1,1,-24,-42,12,0,-3
-1,0,-24,-42,12,1,-3
-1,0,-24,-42,12,1,-3
-2,1,-24,-42,12,0,-3
-2,1,-24,-42,12,0,-3
-2,1,-24,-42,12,0,-2
-2,1,-24,-42,12,0,-3
-2,0,-24,-42,12,0,-3
-2,1,-25,-42,12,0,-3
-2,1,-25,-42,12,0,-2
-2,1,-25,-42,12,0,-2
-1,1,-25,-42,12,1,-2
-1,1,-25,-42,11,0,-2
-2,0,-25,-42,11,0,-3
-2,1,-25,-42,11,0,-3
-2,1,-25,-42,11,0,-2
-2,1,-25,-42,11,0,-2
-2,1,-25,-41,11,0,-2
-2,1,-25,-41,11,0,-2
-2,1,-25,-42,11,0,-2
-2,1,-25,-41,11,0,-2
-2,1,-25,-42,11,0,-2
-2,1,-25,-42,11,0,-2
-2,1,-26,-42,11,0,-2
-2,1,-26,-42,11,0,-2
-2,1,-26,-42,11,0,-2
-2,1,-26,-42,11,0,-2
-3,1,-26,-42,11,0,-2
-4,1,-27,-42,11,-1,-3
-3,1,-27,-42,11,0,-3
-3,1,-27,-42,10,0,-3
-3,1,-27,-42,10,0,-2
-3,1,-26,-42,10,0,-3
-2,1,-26,-42,10,0,-3
-2,1,-26,-43,9,0,-3
-3,0,-26,-43,9,0,-3
-2,-1,-29,-44,8,0,-4
-3,-3,-32,-45,12,0,-6
-5,0,-33,-44,12,-2,-3
-6,0,-37,-42,15,-3,-4
-18,-1,-46,-41,15,-15,-4
-25,5,-56,-40,14,-22,1
-37,4,-73,-42,18,-35,0
-45,6,-81,-40,18,-43,2
-57,7,-91,-40,20,-55,3
-65,9,-98,-35,18,-63,5
-71,8,-103,-36,17,-69,4
-76,7,-108,-36,18,-74,3
-85,8,-112,-36,18,-82,4
-86,9,-118,-37,19,-83,5
-95,8,-122,-36,17,-93,4
-95,6,-125,-36,16,-92,2
-100,6,-125,-36,14,-97,1
-98,4,-126,-36,14,-95,0
-101,4,-125,-35,13,-98,0
-100,1,-125,-35,12,-97,-2
-101,2,-125,-34,11,-98,-1
-99,1,-125,-34,11,-96,-2
-101,1,-125,-33,10,-98,-2
-98,0,-125,-35,9,-95,-3
-101,-2,-125,-34,7,-98,-5
-99,-4,-126,-35,7,-96,-7
-102,-2,-126,-35,7,-99,-5
-98,-3,-126,-36,6,-95,-6
-103,-3,-126,-35,6,-100,-6
-100,-4,-126,-35,6,-98,-7
-102,-3,-126,-34,6,-99,-6
-99,-4,-127,-36,5,-96,-7
-104,-3,-128,-35,5,-101,-6
-101,-4,-128,-36,5,-98,-7
-104,-4,-128,-35,5,-101,-7
-102,-4,-129,-36,5,-99,-7
-103,-4,-129,-35,5,-100,-7
-102,-4,-128,-36,5,-99,-7
-102,-4,-128,-35,5,-100,-7
-101,-4,-127,-36,5,-98,-7
-100,-4,-127,-35,5,-97,-7
-100,-4,-124,-36,3,-97,-7
-83,-10,-98,-30,-6,-80,-13
-48,-9,-73,-31,-2,-44,-12
-23,-10,-71,-31,-2,-21,-13
-23,-7,-75,-30,-2,-21,-10
-38,-6,-100,-29,5,-37,-9
-46,-6,-74,-34,-14,-43,-9
-27,-6,-80,-32,-7,-25,-9
-34,7,-85,-23,12,-32,3
-29,4,-84,-26,1,-27,0
-3,5,-75,-25,11,-1,1
-22,0,-68,-30,-7,-19,-3
21,15,-70,-26,5,21,11
-12,-1,-60,-29,-9,-10,-4
-7,-3,-58,-28,-8,-5,-6
-8,-2,-69,-28,-2,-6,-4
-19,-2,-73,-27,-1,-16,-4
-18,-1,-74,-27,-1,-16,-4
-16,2,-72,-27,-2,-14,-1
-24,-1,-87,-25,7,-22,-3
-39,4,-103,-21,10,-37,0
-32,7,-106,-17,16,-30,3
-57,14,-117,-15,14,-55,10
-42,13,-106,-16,14,-40,9
-48,6,-108,-18,10,-46,2
-40,2,-98,-23,-4,-38,-1
-39,-29,-95,-20,-8,-37,-31
-21,-7,-90,-18,-6,-19,-9
-7,-17,-87,-17,-14,-6,-19
-11,-10,-78,-11,-13,-9,-12
6,-3,-64,-6,-3,7,-5
8,-2,-75,-2,-8,9,-5
5,1,-78,-1,-6,5,-1
6,0,-80,-1,-8,7,-2
-5,-6,-82,1,-10,-3,-8
1,1,-87,0,-12,1,-1
-8,-4,-106,3,-7,-7,-6
-25,2,-117,5,-8,-24,0
-40,9,-129,8,-8,-39,6
-51,8,-136,7,-7,-49,5
-61,11,-142,8,-10,-59,7
-68,7,-147,6,-11,-67,4
-73,7,-153,5,-15,-72,3
-76,4,-157,2,-15,-75,0
-83,6,-160,2,-16,-82,3
-85,4,-162,2,-17,-84,0
-88,3,-165,2,-17,-87,0
-91,2,-166,1,-18,-89,-1
-93,2,-168,1,-19,-91,0
-92,1,-168,0,-18,-90,-1
-94,2,-170,1,-19,-92,-1
-95,2,-171,1,-19,-94,-1
-97,1,-172,0,-19,-95,-2
-97,1,-173,0,-20,-95,-1
-98,1,-174,0,-20,-96,-1
-98,0,-174,0,-20,-96,-2
-99,1,-175,0,-21,-97,-2
-99,0,-176,-1,-21,-97,-3
-100,0,-176,-1,-21,-98,-3
-100,0,-177,-1,-21,-99,-3
-100,-1,-177,-1,-22,-98,-4
-101,-1,-178,-1,-22,-100,-3
-101,-1,-178,-1,-22,-99,-3
-101,-1,-177,-1,-22,-100,-4
-101,-1,-177,-1,-22,-99,-4
-100,-1,-176,-1,-22,-98,-3
-98,-2,-174,-1,-23,-97,-4
-97,-1,-173,-1,-23,-95,-4
-96,-2,-173,-1,-23,-94,-4
-95,-2,-172,0,-23,-93,-5
-94,-2,-172,0,-23,-92,-4
-94,-2,-172,0,-23,-92,-4
-94,-2,-172,0,-23,-92,-4
-94,-2,-172,0,-23,-92,-4
-94,-2,-172,0,-23,-93,-4
-94,-2,-172,0,-23,-92,-4
-94,-2,-172,0,-22,-92,-4
-94,-2,-172,-1,-22,-92,-4
-93,-2,-172,0,-22,-92,-4
-93,-2,-172,-1,-22,-91,-4
-94,-1,-173,-1,-22,-92,-4
-94,-2,-173,-1,-23,-92,-4
-93,-2,-172,-1,-23,-91,-5
-92,-2,-172,-1,-23,-91,-5
-93,-2,-172,-1,-23,-91,-4
-93,-2,-172,-1,-23,-91,-4
-92,-2,-172,-1,-23,-91,-5
-93,-2,-171,-1,-23,-91,-4
-92,-2,-171,-1,-23,-90,-5
-92,-2,-171,-1,-23,-90,-4
-92,-2,-172,-1,-23,-90,-5
-93,-2,-172,-2,-23,-91,-4
-93,-2,-172,-1,-23,-91,-4
-93,-1,-172,-1,-22,-91,-4
-92,-2,-172,-1,-23,-91,-4
-93,-1,-172,-2,-22,-91,-4
-94,-2,-172,-2,-22,-92,-4
-93,-2,-172,-1,-23,-91,-4
-93,-2,-172,-2,-22,-91,-4
-93,-1,-173,-2,-22,-92,-4
-94,-2,-173,-3,-23,-92,-4
-95,-1,-173,-3,-22,-93,-4
-95,-2,-174,-3,-23,-94,-4
-95,-2,-174,-3,-23,-93,-5
-94,-2,-174,-3,-23,-92,-4
-94,-2,-174,-3,-23,-92,-4
-95,-2,-174,-3,-23,-94,-4
-95,-2,-174,-3,-23,-93,-4
-94,-2,-174,-3,-23,-92,-4
-93,-2,-175,-3,-23,-92,-5
-94,-2,-175,-3,-22,-93,-4
-95,-2,-175,-4,-23,-93,-5
-95,-2,-175,-4,-23,-94,-4
-95,-2,-175,-4,-23,-93,-4
-94,-2,-175,-4,-22,-93,-4
-95,-1,-175,-4,-22,-93,-3
-95,-2,-175,-4,-22,-93,-4
-94,-1,-175,-4,-23,-92,-4
-95,0,-175,-4,-23,-94,-3
-95,-1,-176,-3,-22,-93,-3
-95,-1,-175,-4,-23,-93,-4
-95,-1,-176,-3,-22,-93,-3
-95,-2,-175,-3,-23,-93,-4
-94,-1,-176,-3,-23,-92,-3
-94,-2,-176,-4,-23,-93,-4
-94,-1,-177,-4,-22,-93,-4
-95,-1,-177,-4,-22,-93,-3
-94,-1,-178,-4,-23,-92,-3
-96,-1,-178,-5,-23,-94,-4
-87,5,-180,-7,-23,-86,1
-96,0,-179,-8,-22,-95,-3
-97,1,-181,-5,-23,-95,-1
-99,-1,-182,-3,-24,-97,-3
-97,-1,-183,-2,-25,-95,-3
-96,-2,-182,-3,-24,-94,-4
-95,0,-182,-4,-23,-93,-3
-94,0,-183,-5,-24,-92,-3
-94,3,-182,-1,-25,-92,0
-95,0,-180,1,-30,-94,-2
-92,-4,-181,2,-30,-90,-6
-94,-3,-178,5,-30,-92,-5
-90,-3,-179,4,-30,-88,-5
