-93,-4,-180,4,-31,-91,-6
-91,-4,-180,4,-31,-90,-6
-93,-3,-181,3,-31,-91,-6
-91,-4,-181,3,-31,-89,-7
-93,-3,-181,3,-30,-92,-5
-92,-3,-182,2,-30,-91,-5
-94,-2,-181,2,-30,-92,-5
-91,-4,-182,2,-30,-90,-6
-94,-2,-181,3,-29,-93,-5
-89,-3,-179,4,-28,-87,-5
-91,-2,-180,3,-29,-90,-4
-91,-3,-183,1,-29,-89,-5
-94,-2,-182,2,-27,-92,-4
-90,-3,-185,-2,-43,-89,-6
-36,-61,-182,-2,-28,-36,-63
-94,-12,-180,-2,-25,-92,-14
-90,-3,-178,-2,-16,-88,-5
-87,3,-178,-1,-16,-86,0
-88,5,-177,0,-14,-86,2
-87,7,-177,1,-13,-85,4
-89,8,-178,0,-13,-88,5
-91,6,-180,0,-16,-89,3
-93,5,-181,-1,-18,-91,1
-90,6,-182,-1,-18,-88,2
-92,4,-182,-1,-18,-90,1
-90,5,-182,-1,-20,-88,1
-92,4,-181,0,-19,-90,1
-91,6,-182,0,-18,-89,2
-92,6,-182,0,-18,-90,3
-90,7,-182,0,-18,-88,3
-89,7,-184,-2,-21,-88,3
-91,5,-184,-2,-22,-90,2
-92,4,-183,-2,-22,-90,1
-88,5,-180,-1,-21,-86,2
-85,4,-178,-1,-20,-83,1
-79,6,-176,-1,-21,-77,2
-78,7,-161,-2,-15,-76,3
-63,5,-169,-5,-15,-62,2
-110,12,-195,-11,-16,-108,8
-82,7,-168,-1,-15,-80,4
-69,7,-164,-3,-17,-67,3
-64,8,-165,-4,-17,-63,4
-64,5,-165,-5,-17,-62,2
-63,5,-165,-5,-17,-62,1
-59,5,-163,-7,-16,-58,1
-66,1,-189,-16,-19,-66,-2
-98,10,-171,-3,-19,-96,7
-66,1,-162,-3,-14,-65,-2
-64,6,-170,-8,-13,-63,3
-72,5,-178,-10,-18,-71,2
-75,2,-171,-8,-20,-73,0
-66,2,-166,-8,-21,-65,-1
-63,0,-162,-8,-22,-62,-2
-61,1,-161,-7,-22,-60,-1
-58,0,-157,-6,-22,-57,-3
-61,-3,-172,-11,-19,-60,-6
-110,-1,-187,-17,-21,-108,-4
-78,-8,-166,-3,-20,-76,-10
-66,1,-167,-5,-18,-65,-2
-69,2,-171,-6,-17,-68,0
-73,0,-174,-7,-17,-71,-2
-73,2,-174,-7,-17,-72,-1
-71,0,-174,-7,-17,-69,-3
-73,1,-170,-8,-17,-71,-1
-65,0,-168,-11,-16,-64,-3
-69,1,-168,-12,-15,-68,-1
-68,0,-168,-12,-15,-67,-2
-72,1,-169,-12,-15,-70,-1
-69,0,-171,-13,-15,-68,-3
-72,1,-172,-13,-15,-71,-2
-72,-1,-173,-14,-15,-71,-4
-73,1,-172,-13,-15,-72,-2
-71,-1,-172,-13,-15,-70,-4
-73,1,-172,-13,-15,-72,-2
-71,-1,-172,-13,-15,-69,-4
-74,2,-171,-12,-15,-72,-1
-70,-1,-169,-11,-15,-68,-3
-73,1,-171,-11,-16,-72,-1
-71,0,-172,-11,-16,-69,-3
-74,1,-172,-11,-15,-73,-2
-72,0,-171,-10,-15,-71,-3
-74,1,-172,-10,-16,-72,-1
-73,0,-172,-10,-15,-72,-3
-75,1,-172,-10,-15,-74,-1
-72,0,-173,-10,-15,-71,-2
-77,1,-174,-10,-16,-76,-2
-74,1,-174,-10,-16,-72,-2
-77,1,-174,-10,-16,-76,-2
-74,0,-175,-10,-16,-73,-3
-78,1,-175,-10,-16,-76,-2
-75,1,-176,-10,-16,-74,-2
-77,1,-176,-10
,-16,-76,-2-75,1,-176,-10,-16,-74,-2
-79,0,-176,-10,-16,-77,-2
-76,1,-176,-10,-16,-75,-2
-78,0,-176,-10,-16,-77,-2
-76,1,-176,-10,-16,-75,-2
-79,1,-176,-10,-16,-78,-2
-75,1,-177,-11,-16,-74,-2
-79,1,-177,-11,-16,-78,-2
-77,0,-177,-11,-16,-76,-2
-80,1,-177,-11,-16,-78,-2
-77,1,-178,-10,-16,-76,-1
-80,2,-178,-11,-16,-78,-1
-76,0,-178,-10,-16,-75,-2
-80,2,-177,-10,-16,-78,-1
-76,1,-178,-10,-16,-75,-2
-79,1,-179,-11,-16,-78,-1
-80,2,-185,-12,-15,-79,-1
-88,0,-188,-12,-17,-86,-2
-89,-1,-189,-12,-17,-88,-4
-93,-1,-190,-12,-17,-92,-3
-90,-1,-191,-12,-17,-89,-3
-93,0,-191,-11,-17,-92,-2
-91,-2,-190,-11,-17,-90,-4
-93,0,-190,-11,-17,-92,-3
-91,-1,-190,-11,-17,-90,-3
-94,-1,-190,-10,-18,-93,-3
-90,-1,-190,-10,-18,-88,-3
-92,-1,-189,-9,-19,-91,-4
-89,-2,-190,-9,-19,-88,-5
-92,-1,-190,-9,-19,-90,-4
-88,-2,-191,-10,-19,-86,-4
-91,-2,-190,-10,-19,-90,-4
-89,-2,-191,-10,-19,-88,-5
-92,-2,-190,-10,-19,-90,-5
-89,-2,-190,-10,-19,-88,-4
-91,-2,-190,-10,-19,-89,-4
-90,-1,-191,-10,-19,-88,-4
-91,-2,-191,-10,-19,-90,-4
-90,-2,-191,-10,-19,-89,-4
-91,-1,-190,-10,-19,-89,-4
-89,-2,-189,-10,-19,-87,-4
-87,-2,-188,-10,-19,-85,-4
-86,-1,-186,-9,-19,-84,-4
-88,-2,-186,-9,-19,-86,-4
-86,-1,-186,-9,-19,-85,-4
-88,-2,-186,-9,-19,-86,-4
-87,-1,-187,-9,-20,-86,-3
-88,-2,-187,-10,-20,-87,-4
-89,-1,-187,-9,-20,-88,-4
-89,-2,-187,-10,-20,-87,-5
-88,-1,-188,-10,-20,-87,-4
-87,-3,-187,-10,-20,-86,-5
-88,-2,-188,-10,-21,-87,-4
-88,-3,-187,-10,-21,-87,-5
-88,-1,-188,-10,-21,-87,-3
-88,-2,-188,-10,-21,-86,-5
-89,-1,-188,-9,-21,-87,-3
-88,-2,-188,-10,-21,-87,-5
-88,-1,-188,-10,-21,-87,-3
-88,-3,-188,-10,-21,-86,-6
-89,-2,-188,-10,-21,-88,-4
-86,-3,-188,-5
-10,-21,-85,-89,-1,-188,-10,-22,-88,-4
-87,-3,-188,-10,-22,-85,-5
-90,-3,-188,-10,-22,-89,-5
-87,-4,-188,-10,-22,-86,-6
-89,-1,-188,-10,-22,-88,-3
-87,-4,-188,-10,-22,-85,-6
-89,-2,-188,-10,-22,-88,-5
-87,-3,-188,-10,-22,-86,-5
-89,-1,-189,-10,-22,-88,-4
-87,-4,-188,-10,-22,-86,-6
-90,-1,-188,-10,-22,-89,-3
-85,-3,-187,-9,-22,-84,-6
-89,-1,-186,-8,-22,-87,-3
-85,-3,-186,-9,-22,-84,-5
-87,0,-185,-8,-22,-85,-2
-83,-3,-183,-8,-22,-82,-5
-81,0,-178,-9,-23,-79,-3
-76,-4,-175,-10,-23,-74,-6
-76,-1,-171,-10,-19,-74,-3
-71,0,-170,-10,-19,-69,-3
-83,8,-166,-11,-17,-81,4
-65,-1,-146,-7,-8,-63,-3
-39,-12,-138,-11,-5,-38,-14
-26,10,-128,-12,-5,-24,6
-11,-5,-122,-17,-9,-9,-8
4,-7,-115,-21,-12,4,-10
-4,-7,-116,-20,-14,-3,-10
-6,-9,-118,-18,-13,-5,-11
-13,-12,-128,-19,-12,-12,-15
-18,-27,-128,-15,-38,-17,-29
-18,-8,-131,-12,-41,-17,-10
-1,-24,-121,-11,-30,0,-26
4,-4,-121,-9,-31,4,-6
3,-5,-133,-5,-32,2,-7
-2,-1,-133,-4,-27,-1,-4
1,-4,-123,-6,-25,1,-6
5,-5,-122,-6,-26,5,-7
9,-9,-117,-2,-27,8,-11
12,-5,-118,-1,-29,12,-7
14,-3,-118,1,-27,14,-6
9,-1,-123,2,-24,9,-3
3,51,-123,-1,-27,3,47
5,-2,-125,1,-25,4,-4
3,-2,-127,-4,-24,3,-5
2,-4,-130,-4,-20,2,-6
3,-6,-129,-4,-23,2,-8
2,-6,-132,-4,-25,2,-9
-1,-6,-134,-4,-25,-1,-9
1,-7,-134,-4,-27,0,-9
-4,-5,-134,-4,-27,-3,-7
-2,-6,-134,-4,-27,-2,-8
-2,-7,-134,-5,-27,-1,-9
-2,-6,-134,-4,-26,-1,-9
-2,-7,-134,-4,-26,-2,-9
-2,-7,-134,-4,-26,-2,-9
-2,-6,-134,-4,-26,-2,-8
-2,-6,-134,-4,-25,-2,-8
-3,-5,-134,-4,-25,-2,-7
-2,-6,-134,-4,-24,-1,-8
-2,-6,-134,-3,-23,-1,-8
-2,-5,-134,-2,-22,-2,-7
-2,-4,-134,-2,-23,-2,-6
-1,-3,-134,0,-23,-1,-5
-2,-2,-134,1,-23,-1,-4
-2,-2,-134,1,-23,-1,-4
-2,-1,-134,2,-23,-1,-4
-4,0,-134,2,-22,-3,-2
1,-2,-134,-1,-22,0,-5
-3,-4,-135,0,-22,-2,-6
-3,-4,-135,0,-22,-2,-6
-3,-3,-134,0,-21,-2,-5
-3,-4,-135,0,-21,-2,-6
-2,-4,-134,0,-21,-1,-6
-1,-7,-134,-2,-20,-1,-9
-2,-5,-134,-2,-19,-1,-8
-2,-5,-134,-2,-18,-1,-7
-2,-5,-134,-2,-16,-1,-7
-2,-5,-135,-1,-14,-2,-7
