MPU6050	initialized							
-3.122137	0.358779	-0.015267	-3.424427	0.334351	-0.081679	1.446646	-1.34935	0.005024
-2.587786	-0.244275	-0.137405	-3.424427	0.334351	-0.081679	1.539513	-1.413577	-0.001161
-3.022901	0	0.068702	-3.424427	0.334351	-0.081679	1.584082	-1.45069	0.015531
-0.419847	0.10687	4.885496	-3.424427	0.334351	-0.081679	1.917591	-1.47594	0.566888
-3.709924	-1.549618	-0.053435	-3.424427	0.334351	-0.081679	1.885901	-1.685061	0.570023
-2.923664	0.274809	-0.145038	-3.424427	0.334351	-0.081679	1.941486	-1.69167	0.56299
-2.534351	-0.206107	-0.061069	-3.424427	0.334351	-0.081679	2.040284	-1.751661	0.565278
-1.725191	-0.977099	0.030534	-3.424427	0.334351	-0.081679	2.228899	-1.897232	0.577734
-2.290076	-0.526718	0.160305	-3.424427	0.334351	-0.081679	2.354812	-1.992811	0.604594
-1.59542	-2.114504	-0.068702	-3.424427	0.334351	-0.081679	2.557832	-2.264634	0.606034
-3.030534	0.183206	-0.061069	-3.424427	0.334351	-0.081679	2.601554	-2.281411	0.608322
-2.618321	0.694656	-0.099237	-3.424427	0.334351	-0.081679	2.691032	-2.241417	0.606373
-2.725191	-0.801527	-0.022901	-3.424427	0.334351	-0.081679	2.768647	-2.367499	0.612898
-3.656489	0.221374	0.045802	-3.424427	0.334351	-0.081679	2.742888	-2.38004	0.627048
-3.396947	0.389313	0.022901	-3.424427	0.334351	-0.081679	2.745939	-2.373939	0.638656
-3.335878	0.480916	-0.129771	-3.424427	0.334351	-0.081679	2.755768	-2.35767	0.633318
-3.870229	0.70229	-0.038168	-3.424427	0.334351	-0.081679	2.706284	-2.316829	0.638148
-2.969466	0.435115	-0.137405	-3.424427	0.334351	-0.081679	2.756785	-2.305644	0.631963
-4.412214	0.78626	0.030534	-3.424427	0.334351	-0.081679	2.647141	-2.255482	0.644418
-3.70229	1.198473	0.083969	-3.424427	0.334351	-0.081679	2.616298	-2.159565	0.662805
-2.610687	-0.305344	0.061069	-3.424427	0.334351	-0.081679	2.706623	-2.230571	0.67865
-2.534351	-0.40458	0.007634	-3.424427	0.334351	-0.081679	2.805421	-2.312592	0.688564
-2.862595	-0.015267	0.030534	-3.424427	0.334351	-0.081679	2.867785	-2.3514	0.70102
-2.793893	0.045802	-0.007634	-3.424427	0.334351	-0.081679	2.937774	-2.383429	0.709239
-2.679389	-0.19084	-0.175573	-3.424427	0.334351	-0.081679	3.020473	-2.441725	0.698817
-2.053435	-1.076336	-0.274809	-3.424427	0.334351	-0.081679	3.172653	-2.598311	0.677379
-1.709924	-2.450382	0.10687	-3.424427	0.334351	-0.081679	3.362963	-2.907417	0.698308
-1.519084	-2.229008	0.083969	-3.424427	0.334351	-0.081679	3.574456	-3.19195	0.716695
-1.908397	-4.122137	0.038168	-3.424427	0.334351	-0.081679	3.742736	-3.68662	0.729998
-0.083969	-20.282443	0.938931	-3.424427	0.334351	-0.081679	4.113527	-5.975084	0.843286
-0.648855	-9.549618	0.656489	-3.424427	0.334351	-0.081679	4.421615	-7.072205	0.925223
-1.290076	-9.59542	0.977099	-3.424427	0.334351	-0.081679	4.658528	-8.174409	1.042747
-2.045802	-10.885496	0.770992	-3.424427	0.334351	-0.081679	4.811556	-9.419812	1.137394
-1.977099	-9.709924	0.450382	-3.424427	0.334351	-0.081679	4.972209	-10.534727	1.196453
-2	-10.167939	1.114504	-3.424427	0.334351	-0.081679	5.130321	-11.700481	1.329229
-1.442748	-5.015267	2.664122	-3.424427	0.334351	-0.081679	5.350287	-12.294289	1.634013
-0.70229	-10.366412	0.847328	-3.424427	0.334351	-0.081679	5.652444	-13.482074	1.737133
-1.839695	-13.267176	0.862595	-3.424427	0.334351	-0.081679	5.82835	-14.991843	1.841947
-2.48855	-12.480916	0.740458	-3.424427	0.334351	-0.081679	5.932232	-16.414337	1.933205
-2.412214	-12.374046	1.625954	-3.424427	0.334351	-0.081679	6.044588	-17.82497	2.122752
-2.725191	-6.435115	0.78626	-3.424427	0.334351	-0.081679	6.122203	-18.57638	2.219093
-2.725191	-8.633588	1.603053	-3.424427	0.334351	-0.081679	6.199818	-19.571821	2.406099
-3.763359	-8.748092	-0.29771	-3.424427	0.334351	-0.081679	6.162197	-20.579973	2.382119
-1.862595	-8.900763	0.519084	-3.424427	0.334351	-0.081679	6.33556	-21.60507	2.448804
-2.51145	-14.236641	1.969466	-3.424427	0.334351	-0.081679	6.436901	-23.22245	2.676481
-2.122137	-13.053435	2.435115	-3.424427	0.334351	-0.081679	6.581455	-24.708494	2.955845
-2.015267	-9.923664	1.442748	-3.424427	0.334351	-0.081679	6.737872	-25.847136	3.125057
-2.427481	-11.961832	1.160305	-3.424427	0.334351	-0.081679	6.848533	-27.212011	3.262917
-2.21374	-10.725191	0.877863	-3.424427	0.334351	-0.081679	6.982919	-28.439621	3.369426
-2.244275	-3.496183	1.938931	-3.424427	0.334351	-0.081679	7.113916	-28.864809	3.593714
-2.59542	-6.259542	0.450382	-3.424427	0.334351	-0.081679	7.205936	-29.596731	3.652773
-3.21374	-10.541985	-1.10687	-3.424427	0.334351	-0.081679	7.229322	-30.804005	3.538976
-1.877863	-0.992366	0.648855	-3.424427	0.334351	-0.081679	7.400991	-30.951271	3.620066
-2.351145	-10.038168	0.580153	-3.424427	0.334351	-0.081679	7.520125	-32.102619	3.693529
-1.984733	-14.641221	1.007634	-3.424427	0.334351	-0.081679	7.679931	-33.764908	3.814443
-1.992366	-4.641221	2.137405	-3.424427	0.334351	-0.081679	7.83889	-34.317196	4.060761
-1.938931	-1.374046	0.870229	-3.424427	0.334351	-0.081679	8.00378	-34.506828	4.166423
-2.458015	-9.007634	-1.015267	-3.424427	0.334351	-0.081679	8.111052	-35.543789	4.062795
-2.557252	-8.419847	0.312977	-3.424427	0.334351	-0.081679	8.207309	-36.515507	4.106602
-2.801527	-5.633588	0.847328	-3.424427	0.334351	-0.081679	8.27645	-37.177948	4.209722
-1.519084	-11.610687	2.587786	-3.424427	0.334351	-0.081679	8.487944	-38.503845	4.506032
-2.51145	2.251908	0.305344	-3.424427	0.334351	-0.081679	8.589284	-38.290997	4.548992
-3.274809	13.160305	-0.236641	-3.424427	0.334351	-0.081679	8.605891	-36.867317	4.531791
-2.320611	8.694656	-0.221374	-3.424427	0.334351	-0.081679	8.728415	-35.939323	4.516285
-1.664122	7.648855	-0.564885	-3.424427	0.334351	-0.081679	8.923809	-35.127411	4.462649
-2.877863	6.923664	-0.236641	-3.424427	0.334351	-0.081679	8.984478	-34.396	4.445448
-2.038168	11.19084	-0.396947	-3.424427	0.334351	-0.081679	9.138352	-33.190929	4.410453
-2.21374	9.366412	-0.412214	-3.424427	0.334351	-0.081679	9.272739	-32.18837	4.373764
-1.549618	8.381679	1.129771	-3.424427	0.334351	-0.081679	9.480843	-31.295116	4.508235
-3.114504	11.885496	-0.557252	-3.424427	0.334351	-0.081679	9.515244	-30.012939	4.455447
-2.664122	8.519084	-0.801527	-3.424427	0.334351	-0.081679	9.599638	-29.104433	4.375544
-2.450382	10.152672	-0.671756	-3.424427	0.334351	-0.081679	9.707757	-28.014601	4.310045
0.19084	10.80916	1.503817	-3.424427	0.334351	-0.081679	10.109052	-26.851896	4.486035
-1.648855	5.076336	-0.068702	-3.424427	0.334351	-0.081679	10.306141	-26.325537	4.487475
-3.160305	1.679389	0.19084	-3.424427	0.334351	-0.081679	10.335458	-26.176237	4.517725
-1.519084	8.832061	4.274809	-3.424427	0.334351	-0.081679	10.546951	-25.23299	5.001296
-4.396947	11.206107	-0.412214	-3.424427	0.334351	-0.081679	10.439002	-24.026226	4.964606
-3.465649	6.603053	-0.320611	-3.424427	0.334351	-0.081679	10.434426	-23.3304	4.938085
-4.045802	12.305344	-0.969466	-3.424427	0.334351	-0.081679	10.365454	-22.001619	4.83954
-2.870229	16.358779	-1.473282	-3.424427	0.334351	-0.081679	10.42697	-20.222908	4.685072
-2.763359	6.305344	-0.343511	-3.424427	0.334351	-0.081679	10.500348	-19.560129	4.656009
-3.045802	7.061069	-0.51145	-3.424427	0.334351	-0.081679	10.542376	-18.813463	4.608305
-1.351145	8.290076	-0.496183	-3.424427	0.334351	-0.081679	10.77251	-17.930378	4.562294
-1.801527	5.076336	3.732824	-3.424427	0.334351	-0.081679	10.952652	-17.404016	4.985704
-3.19084	9.938931	1.70229	-3.424427	0.334351	-0.081679	10.97858	-16.337908	5.183725
-3.229008	6.709924	0.290076	-3.424427	0.334351	-0.081679	11.000272	-15.63022	5.22499
-2.961832	9.290076	-0.656489	-3.424427	0.334351	-0.081679	11.05162	-14.636134	5.161186
