MPU6050,initialized,,,,,,,,,,,,,,,,,
-2.89313,-0.320611,-0.022901,-2.744275,-0.225954,0.009924,-2.89313,-0.320611,-0.022901,0.063232,0.023682,1.070329,0.06272,0.021777,1.068969,0.39039,-2.789242,-0.033645,
-2.633588,-0.251908,0.007634,-2.744275,-0.225954,0.009924,-2.633588,-0.251908,0.007634,0.063721,0.017822,1.079207,0.06272,0.021777,1.068969,0.665823,-2.728946,-0.03392,
-2.908397,-0.175573,0,-2.744275,-0.225954,0.009924,-2.908397,-0.175573,0,0.063477,0.021973,1.074213,0.06272,0.021777,1.068969,0.835843,-2.727865,-0.035111,
-2.610687,-0.412214,0.007634,-2.744275,-0.225954,0.009924,-2.610687,-0.412214,0.007634,0.060303,0.017578,1.065058,0.06272,0.021777,1.068969,0.665684,-2.625176,-0.035383,
-2.580153,-0.335878,0.053435,-2.744275,-0.225954,0.009924,-2.580153,-0.335878,0.053435,0.05957,0.017334,1.070606,0.06272,0.021777,1.068969,0.655464,-2.581416,-0.030162,
-2.687023,-0.374046,0.007634,-2.744275,-0.225954,0.009924,-2.687023,-0.374046,0.007634,0.059326,0.017822,1.068942,0.06272,0.021777,1.068969,0.676361,-2.57939,-0.030437,
-2.862595,-0.251908,-0.030534,-2.744275,-0.225954,0.009924,-2.862595,-0.251908,-0.030534,0.063232,0.01709,1.072271,0.06272,0.021777,1.068969,0.635635,-2.735656,-0.035292,
-2.694656,-0.229008,-0.076336,-2.744275,-0.225954,0.009924,-2.694656,-0.229008,-0.076336,0.064209,0.020752,1.072826,0.06272,0.021777,1.068969,0.796894,-2.775194,-0.045643,
-2.694656,-0.21374,0.007634,-2.744275,-0.225954,0.009924,-2.694656,-0.21374,0.007634,0.055908,0.020752,1.066445,0.06272,0.021777,1.068969,0.803387,-2.435303,-0.045918,
-2.824427,-0.206107,-0.038168,-2.744275,-0.225954,0.009924,-2.824427,-0.206107,-0.038168,0.064941,0.017334,1.060896,0.06272,0.021777,1.068969,0.655385,-2.836278,-0.051689,
-2.78626,-0.19084,0.099237,-2.744275,-0.225954,0.009924,-2.78626,-0.19084,0.099237,0.062744,0.017334,1.077265,0.06272,0.021777,1.068969,0.643917,-2.699457,-0.040971,
-2.725191,-0.221374,-0.022901,-2.744275,-0.225954,0.009924,-2.725191,-0.221374,-0.022901,0.062256,0.024658,1.061451,0.06272,0.021777,1.068969,0.972982,-2.718326,-0.04491,
-2.801527,-0.305344,-0.030534,-2.744275,-0.225954,0.009924,-2.801527,-0.305344,-0.030534,0.060059,0.024414,1.065058,0.06272,0.021777,1.068969,0.955671,-2.618967,-0.049765,
-2.870229,-0.519084,0.045802,-2.744275,-0.225954,0.009924,-2.870229,-0.519084,0.045802,0.067627,0.022949,1.057567,0.06272,0.021777,1.068969,0.89498,-2.976203,-0.04546,
-2.877863,-0.343511,0.038168,-2.744275,-0.225954,0.009924,-2.877863,-0.343511,0.038168,0.061523,0.023926,1.063393,0.06272,0.021777,1.068969,0.928218,-2.696716,-0.04207,
-2.687023,-0.236641,0.061069,-2.744275,-0.225954,0.009924,-2.687023,-0.236641,0.061069,0.062744,0.02002,1.069774,0.06272,0.021777,1.068969,0.760723,-2.73097,-0.035933,
