MPU6050,initialized,,,,,,
0,0,0,0,0,0,-5,0
0,0,0,0,0,0,-4,0
0,0,0,0,0,0,-5,0
0,0,0,0,0,0,-5,0
0,0,0,0,0,0,-4,0
0,0,0,0,0,0,-4,0
0,0,0,0,0,0,-5,0
0,0,0,0,0,0,-5,0
0,0,0,0,0,0,-5,0
0,0,0,0,0,0,-5,0
0,0,0,0,0,0,-5,0
0,0,0,0,0,0,-5,0
0,0,0,0,0,0,-5,0
0,0,0,0,0,0,-4,0
0,0,0,0,0,0,-4,0
0,0,0,0,0,0,-5,0
0,0,0,0,0,0,-4,0
0,0,0,0,0,0,-4,0
0,0,0,0,0,0,-4,0
0,0,0,0,0,0,-5,0
0,0,0,0,0,0,-4,0
0,0,0,0,0,0,-5,0
0,0,0,0,0,0,-5,0
0,0,0,0,0,0,-5,0
0,0,0,0,0,0,-5,0
0,0,0,0,0,0,-5,0
0,0,0,0,0,0,-5,0
0,0,0,0,0,0,-5,0
0,0,0,0,0,0,-4,0
0,0,0,0,0,0,-5,0
0,0,0,0,0,0,-4,0
0,0,0,0,0,0,-5,0
0,0,0,0,0,0,-4,0
0,0,0,0,0,0,-4,0
0,0,0,0,0,0,-5,0
0,0,0,0,0,0,-5,0
0,0,0,0,0,0,-4,0
0,0,0,0,0,0,-5,0
0,0,0,0,0,0,-5,0
0,0,0,0,0,0,-5,0
0,0,0,0,0,0,-5,0
0,0,0,0,0,0,-5,0
0,0,0,0,0,0,-5,0
0,0,0,0,0,0,-5,0
0,0,0,0,0,0,-5,0
0,0,0,0,0,-1,-5,0
0,0,0,0,0,0,-5,0
0,0,0,0,0,0,-5,0
0,0,0,0,0,0,-4,0
0,0,0,0,0,0,-5,0
0,0,0,0,0,0,-5,0
0,0,0,0,0,0,-4,0
0,0,0,0,0,0,-5,0
0,0,0,0,0,0,-5,0
-1,-2,0,-2,-1,-1,-6,0
-1,-4,0,-4,-1,-1,-8,-1
0,-14,1,-7,-1,0,-19,-1
0,-7,1,-9,-1,0,-11,-1
0,-9,1,-12,-2,0,-14,-1
0,-12,1,-15,-2,0,-17,-1
0,-12,1,-18,-1,0,-17,-1
1,-18,1,-20,-2,0,-23,-1
2,-18,1,-20,-2,1,-23,-1
2,-19,1,-21,-2,1,-24,-1
1,-20,1,-23,-2,0,-25,-1
1,-22,1,-23,-2,0,-26,-1
2,-22,1,-23,-2,0,-26,-1
1,-22,1,-24,-2,0,-27,-1
2,-23,1,-25,-2,1,-28,-1
1,-24,1,-26,-2,0,-28,-1
2,-25,1,-26,-2,0,-30,-1
2,-24,1,-26,-2,0,-29,-1
1,-25,1,-27,-2,0,-30,-1
2,-26,1,-28,-2,1,-30,-1
1,-26,1,-29,-2,0,-31,-1
2,-28,1,-29,-2,0,-32,-1
1,-28,1,-30,-2,0,-33,-1
2,-28,1,-30,-2,0,-33,-1
2,-28,1,-30,-2,1,-33,-1
0,-29,1,-31,-2,0,-34,-2
2,-30,1,-32,-2,1,-34,-2
1,-30,1,-32,-2,0,-35,-2
2,-31,1,-33,-2,1,-36,-2
2,-32,1,-34,-2,1,-37,-2
2,-33,1,-34,-2,1,-37,-2
2,-33,1,-34,-2,0,-38,-2
2,-33,1,-35,-2,0,-38,-2
2,-34,1,-35,-2,1,-39,-2
1,-34,0,-34,-2,0,-39,-2
1,-32,0,-33,-2,0,-37,-2
1,-30,0,-31,-2,0,-35,-2
2,-29,1,-29,-2,1,-33,-1
1,-28,1,-27,-2,0,-32,-1
0,-25,1,-24,-2,0,-29,-1
1,-23,1,-20,-1,0,-27,-1
1,-18,1,-17,-1,0,-22,0
0,-16,1,-15,-1,0,-21,0
0,-14,1,-11,-1,0,-18,0
0,-9,1,-7,-1,0,-14,0
0,-6,1,-5,0,0,-10,0
0,-5,1,-4,0,0,-10,0
0,-5,1,-2,0,0,-9,0
0,-2,0,0,0,0,-7,0
0,-2,0,-1,0,0,-6,0
0,-2,0,0,0,0,-6,0
0,-1,0,0,0,0,-6,0
0,-1,0,1,0,-1,-5,0
0,0,0,2,0,0,-5,0
-1,0,0,2,0,-1,-4,0
0,0,0,2,0,-1,-4,0
0,1,0,2,0,0,-4,0
0,1,0,2,0,0,-4,0
0,1,0,2,0,-1,-4,0
0,0,0,2,0,0,-4,0
0,1,0,2,0,0,-4,0
-1,1,0,2,0,-1,-4,0
0,1,0,2,0,-1,-4,0
-1,0,0,2,0,-1,-4,0
0,1,0,2,0,0,-4,0
-1,1,0,2,0,-1,-4,0
0,0,0,2,0,0,-4,0
-1,1,0,2,0,-1,-4,0
0,1,0,2,0,-1,-4,0
0,1,0,2,0,-1,-4,0
0,1,0,2,0,-1,-4,0
0,1,0,2,0,-1,-4,0
0,1,0,2,0,-1,-4,0
-1,1,0,2,0,-1,-4,0
-1,1,0,2,0,-1,-4,0
-1,1,0,2,0,-1,-4,0
0,1,0,2,0,-1,-4,0
0,1,0,2,0,0,-4,0
-1,1,0,2,0,-1,-4,0
-1,1,0,2,0,-1,-4,0
0,1,0,2,0,-1,-4,0
0,0,0,2,0,-1,-4,0
0,0,0,2,0,0,-4,0
-1,1,0,2,0,-1,-4,0
-1,1,0,2,0,-1,-4,0
0,1,0,2,0,0,-4,0
0,0,0,2,0,0,-4,0
0,1,0,2,0,0,-4,0
0,0,0,2,0,0,-4,0
0,1,0,2,0,-1,-4,0
-1,1,0,2,0,-1,-4,0
0,1,0,2,0,0,-4,0
-1,1,0,2,0,-1,-4,0
0,1,0,2,0,0,-4,0
0,1,0,2,0,0,-4,0
-1,0,1,2,0,-1,-4,0
0,0,3,2,0,0,-4,0
3,0,6,2,0,2,-5,0
7,0,11,3,0,6,-4,0
11,2,15,3,-1,10,-2,0
14,0,18,3,-1,13,-5,0
20,0,22,3,-1,19,-4,-1
20,0,24,3,-2,19,-4,-1
23,1,23,3,-2,22,-4,-1
19,1,23,3,-2,18,-4,-1
21,1,24,3,-2,20,-4,-1
21,1,23,3,-1,20,-4,-1
15,-1,16,3,-1,14,-5,-1
13,1,17,3,-1,12,-4,-1
19,2,22,3,-1,18,-2,-1
21,0,22,3,-1,20,-4,-1
22,1,22,3,-1,21,-4,-1
18,1,18,3,-1,17,-4,-1
13,1,15,3,-1,12,-4,-1
11,1,13,3,-1,10,-4,-1
10,0,11,3,-1,8,-4,-1
