-2.870229,0.29771,0.198473,-2.761832,-0.251145,-0.022901,-0.193667,0.04504,0.016969,-2.870229
-2.877863,-0.282443,0.007634,-2.761832,-0.251145,-0.022901,-0.206663,0.041535,0.020389,-2.877863
-3.015267,-0.21374,0.053435,-2.761832,-0.251145,-0.022901,-0.235047,0.045724,0.028939,-3.015267
-2.78626,-0.267176,-0.076336,-2.761832,-0.251145,-0.022901,-0.237783,0.043929,0.022954,-2.78626
-2.908397,-0.244275,-0.015267,-2.761832,-0.251145,-0.022901,-0.254198,0.044698,0.023809,-2.908397
-2.954198,-0.29771,-0.381679,-2.761832,-0.251145,-0.022901,-0.275744,0.039483,-0.016374,-2.954198
-2.977099,-0.29771,-0.10687,-2.761832,-0.251145,-0.022901,-0.299853,0.034268,-0.025779,-2.977099
-2.908397,-0.312977,0.015267,-2.761832,-0.251145,-0.022901,-0.316269,0.027343,-0.021504,-2.908397
-2.801527,-0.137405,-0.038168,-2.761832,-0.251145,-0.022901,-0.320715,0.040082,-0.023214,-2.801527
-2.725191,-0.381679,-0.045802,-2.761832,-0.251145,-0.022901,-0.316611,0.025462,-0.025779,-2.725191
-2.770992,-0.145038,-0.015267,-2.761832,-0.251145,-0.022901,-0.317637,0.037346,-0.024924,-2.770992
-2.946565,-0.343511,-0.259542,-2.761832,-0.251145,-0.022901,-0.338327,0.027001,-0.051427,-2.946565
-2.824427,-0.022901,-0.030534,-2.761832,-0.251145,-0.022901,-0.345337,0.052564,-0.052282,-2.824427
-2.648855,-0.183206,-0.068702,-2.761832,-0.251145,-0.022901,-0.332684,0.060173,-0.057412,-2.648855
-2.885496,-0.236641,-0.007634,-2.761832,-0.251145,-0.022901,-0.346534,0.061798,-0.055702,-2.885496
-2.656489,-0.198473,0.038168,-2.761832,-0.251145,-0.022901,-0.334736,0.067697,-0.048863,-2.656489
-2.854962,-0.251908,0.015267,-2.761832,-0.251145,-0.022901,-0.345166,0.067611,-0.044588,-2.854962
-2.78626,-0.198473,-0.045802,-2.761832,-0.251145,-0.022901,-0.347902,0.073511,-0.047153,-2.78626
-2.801527,-0.282443,-0.045802,-2.761832,-0.251145,-0.022901,-0.352348,0.070005,-0.049718,-2.801527
-2.725191,-0.290076,-0.015267,-2.761832,-0.251145,-0.022901,-0.348244,0.065645,-0.048863,-2.725191
-2.862595,-0.312977,0,-2.761832,-0.251145,-0.022901,-0.35953,0.05872,-0.046298,-2.862595
-3.259542,0.122137,0.068702,-2.761832,-0.251145,-0.022901,-0.415273,0.100527,-0.036038,-3.259542
-2.877863,0.045802,0.244275,-2.761832,-0.251145,-0.022901,-0.428269,0.133786,-0.006115,-2.877863
-2.679389,-0.274809,-0.022901,-2.761832,-0.251145,-0.022901,-0.419035,0.131135,-0.006115,-2.679389
-2.679389,-0.312977,-0.022901,-2.761832,-0.251145,-0.022901,-0.409802,0.12421,-0.006115,-2.679389
-2.664122,-0.389313,-0.091603,-2.761832,-0.251145,-0.022901,-0.398858,0.108735,-0.013809,-2.664122
-2.664122,-0.587786,-0.053435,-2.761832,-0.251145,-0.022901,-0.387915,0.071031,-0.017229,-2.664122
-2.496183,-1.610687,-0.114504,-2.761832,-0.251145,-0.022901,-0.358162,-0.081237,-0.027489,-2.496183
-2.679389,-2.114504,-0.083969,-2.761832,-0.251145,-0.022901,-0.348928,-0.289934,-0.034328,-2.679389
-3.21374,-5.778626,4.381679,-2.761832,-0.251145,-0.022901,-0.399542,-0.909011,0.458985,-3.21374
-2.908397,-5.40458,0.412214,-2.761832,-0.251145,-0.022901,-0.415957,-1.486196,0.507718,-2.908397
-1.832061,-5.519084,-0.038168,-2.761832,-0.251145,-0.022901,-0.311823,-2.076205,0.506008,-1.832061
-3.022901,-2.931298,-0.160305,-2.761832,-0.251145,-0.022901,-0.341063,-2.376383,0.490618,-3.022901
-2.664122,-4.068702,0.083969,-2.761832,-0.251145,-0.022901,-0.330119,-2.803949,0.502588,-2.664122
-2.366412,-9.618321,0.045802,-2.761832,-0.251145,-0.022901,-0.285832,-3.853073,0.510282,-2.366412
-3.274809,-7.854962,-0.076336,-2.761832,-0.251145,-0.022901,-0.343285,-4.7047,0.504298,-3.274809
-2.496183,-8.038168,0.557252,-2.761832,-0.251145,-0.022901,-0.313533,-5.576847,0.569275,-2.496183
-0.625954,-6.877863,3.908397,-2.761832,-0.251145,-0.022901,-0.074314,-6.319039,1.00958,-0.625954
-2.801527,-1.618321,1.290076,-2.761832,-0.251145,-0.022901,-0.07876,-6.472163,1.156634,-2.801527
-3.19084,-7.801527,0.007634,-2.761832,-0.251145,-0.022901,-0.126809,-7.317806,1.160053,-3.19084
-2.022901,-2.572519,-0.061069,-2.761832,-0.251145,-0.022901,-0.044049,-7.577799,1.155779,-2.022901
-2.954198,-3.618321,-0.198473,-2.761832,-0.251145,-0.022901,-0.065594,-7.954923,1.136115,-2.954198
-2.687023,-7.564885,-0.045802,-2.761832,-0.251145,-0.022901,-0.057215,-8.774062,1.13355,-2.687023
-2.923664,-6.221374,0.099237,-2.761832,-0.251145,-0.022901,-0.07534,-9.442728,1.147229,-2.923664
-2.648855,-5.549618,-0.167939,-2.761832,-0.251145,-0.022901,-0.062687,-10.036157,1.130985,-2.648855
-3.236641,-2.679389,-0.068702,-2.761832,-0.251145,-0.022901,-0.115866,-10.30812,1.125855,-3.236641
-2.740458,-2.206107,0.030534,-2.761832,-0.251145,-0.022901,-0.113472,-10.527076,1.13184,-2.740458
-2.580153,-3.763359,-0.068702,-2.761832,-0.251145,-0.022901,-0.093124,-10.920444,1.12671,-2.580153
-3.358779,-6.465649,-0.10687,-2.761832,-0.251145,-0.022901,-0.159982,-11.616468,1.117305,-3.358779
