MPU6050,initialized,,,,,,,
-2.748092,-0.442748,-0.068702,-2.758779,-0.294656,-0.121374,0.010954,-0.151794,0.053989
-2.839695,-0.412214,-0.122137,-2.758779,-0.294656,-0.121374,0.001973,-0.164843,0.053904
-2.847328,-0.29771,-0.083969,-2.758779,-0.294656,-0.121374,-0.007856,-0.165182,0.058056
-2.717557,-0.312977,-0.076336,-2.758779,-0.294656,-0.121374,-0.003281,-0.167215,0.063055
-2.740458,-0.450382,-0.198473,-2.758779,-0.294656,-0.121374,-0.001247,-0.184501,0.054497
-2.847328,-0.396947,-0.145038,-2.758779,-0.294656,-0.121374,-0.011076,-0.195855,0.05187
-2.80916,-0.175573,-0.099237,-2.758779,-0.294656,-0.121374,-0.016669,-0.182637,0.054327
-2.908397,-0.267176,-0.114504,-2.758779,-0.294656,-0.121374,-0.033276,-0.179586,0.05509
-2.854962,-0.29771,-0.122137,-2.758779,-0.294656,-0.121374,-0.043953,-0.179925,0.055005
-2.908397,-0.29771,-0.206107,-2.758779,-0.294656,-0.121374,-0.06056,-0.180264,0.0456
-2.679389,-0.244275,-0.061069,-2.758779,-0.294656,-0.121374,-0.051748,-0.174672,0.052294
-2.938931,-0.290076,-0.015267,-2.758779,-0.294656,-0.121374,-0.071745,-0.174163,0.064072
-3.007634,-0.229008,-0.19084,-2.758779,-0.294656,-0.121374,-0.099368,-0.166876,0.056361
-2.89313,-0.305344,-0.251908,-2.758779,-0.294656,-0.121374,-0.114281,-0.168063,0.041872
-2.862595,-0.328244,0.007634,-2.758779,-0.294656,-0.121374,-0.125805,-0.171791,0.056192
-2.625954,-0.259542,-0.038168,-2.758779,-0.294656,-0.121374,-0.111061,-0.167893,0.065427
-2.557252,-0.496183,-0.061069,-2.758779,-0.294656,-0.121374,-0.088692,-0.190263,0.072121
-3.015267,-0.099237,-0.137405,-2.758779,-0.294656,-0.121374,-0.117162,-0.168571,0.070342
-2.870229,-0.137405,0.038168,-2.758779,-0.294656,-0.121374,-0.129533,-0.151116,0.088051
-2.656489,-0.396947,-0.053435,-2.758779,-0.294656,-0.121374,-0.118179,-0.16247,0.095592
-2.557252,-0.534351,0.030534,-2.758779,-0.294656,-0.121374,-0.095809,-0.189076,0.112454
-2.824427,-1.78626,-2.381679,-2.758779,-0.294656,-0.121374,-0.103096,-0.354644,-0.13844
-2.78626,-0.076336,-0.267176,-2.758779,-0.294656,-0.121374,-0.106147,-0.330411,-0.154624
-2.908397,-0.267176,-0.175573,-2.758779,-0.294656,-0.121374,-0.122754,-0.32736,-0.16064
-1.641221,-2.519084,-0.152672,-2.758779,-0.294656,-0.121374,0.001295,-0.574272,-0.164114
-1.740458,-3.366412,-3.519084,-2.758779,-0.294656,-0.121374,0.114328,-0.915237,-0.54126
-2.374046,-1.099237,0,-2.758779,-0.294656,-0.121374,0.157034,-1.004545,-0.527787
-1.51145,1.854962,0.030534,-2.758779,-0.294656,-0.121374,0.295487,-0.765937,-0.510925
-0.816794,-1.465649,4.229008,-2.758779,-0.294656,-0.121374,0.511047,-0.895918,-0.028033
4.091603,-6.175573,-0.083969,-2.758779,-0.294656,-0.121374,1.27144,-1.548699,-0.023881
-21.229008,-5.259542,9.381679,-2.758779,-0.294656,-0.121374,-0.778756,-2.099802,1.030958
-0.114504,-3.045802,-0.80916,-2.758779,-0.294656,-0.121374,-0.485241,-2.405179,0.954614
3.274809,-6.633588,-0.419847,-2.758779,-0.294656,-0.121374,0.184487,-3.1088,0.921483
2.694656,-13.19084,-4.442748,-2.758779,-0.294656,-0.121374,0.789818,-4.540276,0.441811
4.122137,-18.030534,0.725191,-2.758779,-0.294656,-0.121374,1.5536,-6.508959,0.535779
1.969466,-8.206107,0.076336,-2.758779,-0.294656,-0.121374,2.078435,-7.38713,0.557725
-0.030534,-19.137405,2.045802,-2.758779,-0.294656,-0.121374,2.38127,-9.478675,0.798282
3.679389,-11.832061,7.870229,-2.758779,-0.294656,-0.121374,3.095907,-10.759327,1.68535
0.80916,-11.923664,2.198473,-2.758779,-0.294656,-0.121374,3.491948,-12.050147,1.942853
1.320611,-14.030534,0.259542,-2.758779,-0.294656,-0.121374,3.94476,-13.574829,1.985134
-0.687023,-9.801527,1.145038,-2.758779,-0.294656,-0.121374,4.174725,-14.630092,2.125706
-1.099237,-10.320611,0.274809,-2.758779,-0.294656,-0.121374,4.358934,-15.742973,2.169682
0.221374,-6.129771,4.29771,-2.758779,-0.294656,-0.121374,4.689731,-16.39067,2.660201
-1.854962,-4.40458,1.480916,-2.758779,-0.294656,-0.121374,4.790055,-16.846872,2.838055
-1.709924,-6.129771,0.633588,-2.758779,-0.294656,-0.121374,4.906478,-17.49457,2.921856
1.778626,-9.129771,4.580153,-2.758779,-0.294656,-0.121374,5.41013,-18.475267,3.443725
1.900763,-9.748092,3.221374,-2.758779,-0.294656,-0.121374,5.927339,-19.524599,3.81477
-0.824427,-5.725191,0.450382,-2.758779,-0.294656,-0.121374,6.142052,-20.127388,3.878235
-1.916031,-4.053435,1.816794,-2.758779,-0.294656,-0.121374,6.235597,-20.544612,4.093372
-0.732824,-3.244275,3.572519,-2.758779,-0.294656,-0.121374,6.460478,-20.87202,4.503394
-1.061069,-6.80916,0.526718,-2.758779,-0.294656,-0.121374,6.648924,-21.59513,4.575332
-1.717557,-5.709924,0,-2.758779,-0.294656,-0.121374,6.764499,-22.196225,4.588805
-4.366412,-1.358779,0.10687,-2.758779,-0.294656,-0.121374,6.586052,-22.314342,4.61414
-2.053435,-4.328244,0.824427,-2.758779,-0.294656,-0.121374,6.664345,-22.762071,4.719124
-0.091603,-9.320611,0.732824,-2.758779,-0.294656,-0.121374,6.960402,-23.763951,4.81394
-1.625954,-8.167939,0.816794,-2.758779,-0.294656,-0.121374,7.086145,-24.637886,4.918076
-1.70229,-1.068702,3.137405,-2.758779,-0.294656,-0.121374,7.203415,-24.723805,5.279801
-4.549618,1.122137,0.70229,-2.758779,-0.294656,-0.121374,7.004632,-24.566541,5.371228
-1.061069,-3.083969,0.862595,-2.758779,-0.294656,-0.121374,7.193078,-24.876155,5.480448
-2.29771,-4.519084,0.664122,-2.758779,-0.294656,-0.121374,7.244257,-25.345066,5.567638
-3.21374,0.358779,0.48855,-2.758779,-0.294656,-0.121374,7.193756,-25.272535,5.63534
-2.343511,0.816794,1.923664,-2.758779,-0.294656,-0.121374,7.23985,-25.149164,5.862339
-1.274809,-4.236641,0.374046,-2.758779,-0.294656,-0.121374,7.404571,-25.586724,5.917331
-1.709924,-4.282443,-1,-2.758779,-0.294656,-0.121374,7.520994,-26.029368,5.819803
-4,-3.526718,-3.160305,-2.758779,-0.294656,-0.121374,7.383218,-26.388127,5.482482
-2.618321,-3.916031,-0.335878,-2.758779,-0.294656,-0.121374,7.398809,-26.7901,5.458672
-3.290076,-4.587786,-2.854962,-2.758779,-0.294656,-0.121374,7.339835,-27.266637,5.155244
-3.503817,-4.526718,-1.343511,-2.758779,-0.294656,-0.121374,7.257136,-27.736396,5.019586
-2.435115,-2.725191,-0.755725,-2.758779,-0.294656,-0.121374,7.293063,-28.006185,4.949173
-2.572519,-3.068702,-1.412214,-2.758779,-0.294656,-0.121374,7.313737,-28.314104,4.80589
-2.183206,-2.19084,-0.21374,-2.758779,-0.294656,-0.121374,7.377626,-28.524581,4.795637
-0.610687,-3.847328,-0.48855,-2.758779,-0.294656,-0.121374,7.616064,-28.918927,4.754881
-2.70229,-4.198473,-1.610687,-2.758779,-0.294656,-0.121374,7.622334,-29.352251,4.589567
-3.549618,0.801527,0.305344,-2.758779,-0.294656,-0.121374,7.534551,-29.230574,4.636933
-3.564885,4.435115,-0.427481,-2.758779,-0.294656,-0.121374,7.445073,-28.70557,4.602955
-0.961832,4.160305,-1.10687,-2.758779,-0.294656,-0.121374,7.644534,-28.211069,4.493565
-1.778626,5.427481,-1.007634,-2.758779,-0.294656,-0.121374,7.753331,-27.575912,4.39519
-4.343511,8.351145,1.038168,-2.758779,-0.294656,-0.121374,7.577426,-26.616228,4.523899
-3.022901,8.274809,0.870229,-2.758779,-0.294656,-0.121374,7.548108,-25.665017,4.633967
-0.603053,8.755725,1.458015,-2.758779,-0.294656,-0.121374,7.787394,-24.660425,4.809279
-3.198473,12.671756,0.022901,-2.758779,-0.294656,-0.121374,7.738588,-23.221153,4.825294
-4.145038,21.473282,-3.725191,-2.758779,-0.294656,-0.121374,7.584713,-20.804912,4.42527
-6.732824,21.748092,-2.351145,-2.758779,-0.294656,-0.121374,7.143594,-18.358167,4.177766
