MPU6050,initialized,,,,,,,,,,,,,,,,
-2.251908,-1.251908,0.175573,-2.552672,-0.387786,-0.135115,-2.251908,-1.251908,0.175573,0.112061,0.009521,1.062838,0.103955,0.013867,1.061978,-1.964467,-6.344107,0.318454
-2.549618,-0.328244,-0.763359,-2.552672,-0.387786,-0.135115,-2.549618,-0.328244,-0.763359,0.118896,0.013672,1.060619,0.103955,0.013867,1.061978,-1.668632,-6.385934,0.243065
-2.465649,-0.648855,-0.496183,-2.552672,-0.387786,-0.135115,-2.465649,-0.648855,-0.496183,0.111328,0.019775,1.053128,0.103955,0.013867,1.061978,-1.356456,-6.377713,0.199737
-2.274809,-2.931298,-2.763359,-2.552672,-0.387786,-0.135115,-2.274809,-2.931298,-2.763359,0.115479,0.010498,1.047579,0.103955,0.013867,1.061978,-1.188715,-6.641617,-0.115653
-2.389313,-1.435115,-0.870229,-2.552672,-0.387786,-0.135115,-2.389313,-1.435115,-0.870229,0.119385,0.026123,1.054793,0.103955,0.013867,1.061978,-0.896606,-6.74216,-0.203866
-2.19084,-0.534351,-0.038168,-2.552672,-0.387786,-0.135115,-2.19084,-0.534351,-0.038168,0.115967,0.022949,1.065058,0.103955,0.013867,1.061978,-0.680729,-6.687552,-0.192233
-2.335878,-0.732824,0.870229,-2.552672,-0.387786,-0.135115,-2.335878,-0.732824,0.870229,0.119385,0.018311,1.063116,0.103955,0.013867,1.061978,-0.57148,-6.701665,-0.071592
-2.435115,0.526718,-0.083969,-2.552672,-0.387786,-0.135115,-2.435115,0.526718,-0.083969,0.124023,0.018311,1.057012,0.103955,0.013867,1.061978,-0.492469,-6.648997,-0.065454
-2.748092,2.099237,0.145038,-2.552672,-0.387786,-0.135115,-2.748092,2.099237,0.145038,0.110352,0.016602,1.062561,0.103955,0.013867,1.061978,-0.478767,-6.303359,-0.031836
-2.847328,0.625954,0.19084,-2.552672,-0.387786,-0.135115,-2.847328,0.625954,0.19084,0.109619,0.016846,1.067277,0.103955,0.013867,1.061978,-0.475503,-6.155298,0.007279
-4.030534,2.29771,-0.076336,-2.552672,-0.387786,-0.135115,-4.030534,2.29771,-0.076336,0.106689,0.011719,1.060341,0.103955,0.013867,1.061978,-0.63747,-5.854557,0.014273
-3,0.748092,0.366412,-2.552672,-0.387786,-0.135115,-3,0.748092,0.366412,0.102051,0.01709,1.061174,0.103955,0.013867,1.061978,-0.613446,-5.710311,0.074456
-2.984733,0.48855,0.70229,-2.552672,-0.387786,-0.135115,-2.984733,0.48855,0.70229,0.101074,0.009766,1.068942,0.103955,0.013867,1.061978,-0.670218,-5.602008,0.174108
-1.717557,-1.740458,-0.10687,-2.552672,-0.387786,-0.135115,-1.717557,-1.740458,-0.10687,0.093994,0.013184,1.061174,0.103955,0.013867,1.061978,-0.557329,-5.65958,0.177469
-1.793893,-2.335878,0.091603,-2.552672,-0.387786,-0.135115,-1.793893,-2.335878,0.091603,0.108887,0.014648,1.059509,0.103955,0.013867,1.061978,-0.459656,-5.925345,0.204675
-1.946565,-2.938931,0.351145,-2.552672,-0.387786,-0.135115,-1.946565,-2.938931,0.351145,0.112305,0.016357,1.056735,0.103955,0.013867,1.061978,-0.377231,-6.235539,0.263026
-1.259542,-22.839695,0.694656,-2.552672,-0.387786,-0.135115,-1.259542,-22.839695,0.694656,0.124023,0.012939,1.080316,0.103955,0.013867,1.061978,-0.285456,-8.490759,0.362598
-2.977099,-8.473282,-0.419847,-2.552672,-0.387786,-0.135115,-2.977099,-8.473282,-0.419847,0.157471,0.004639,1.032598,0.103955,0.013867,1.061978,-0.462689,-9.340179,0.328431
-3.007634,-15.984733,0.175573,-2.552672,-0.387786,-0.135115,-3.007634,-15.984733,0.175573,0.185791,0.028564,1.057012,0.103955,0.013867,1.061978,-0.34929,-10.999774,0.365713
